report_id,after_tax_irr,after_tax_npv_10_currency,after_tax_npv_10_in_millions,after_tax_npv_5_currency,after_tax_npv_5_in_millions,after_tax_npv_8_currency,after_tax_npv_8_in_millions,aud_usd_exchange_rate,author_company,cad_usd_exchange_rate,capex_currency,commodity_price_currency,company_name,copper_cut_off_grade,copper_cut_off_grade_units,copper_metallurgical_recovery,copper_price,copper_price_currency,copper_price_units,country,deposit_type,effective_date,g_and_a_cost_currency,g_and_a_cost_dollars_per_t_milled,gold_cut_off_grade,gold_cut_off_grade_units,gold_metallurgical_recovery,gold_price,gold_price_currency,gold_price_units,initial_capex_currency,initial_capex_in_millions,iron_cut_off_grade,iron_cut_off_grade_units,iron_metallurgical_recovery,iron_price,iron_price_currency,iron_price_units,is_in_northern_hemisphere,lat,lead_cut_off_grade,lead_cut_off_grade_units,lead_metallurgical_recovery,lead_price,lead_price_currency,lead_price_units,life_of_mine,long,main_currency,mine_type,open_pit_mining_cost_currency,open_pit_mining_cost_dollars_per_t_milled_or_processed,open_pit_mining_cost_dollars_per_t_mined_or_moved,opex_currency,pre_tax_irr,pre_tax_npv_10_currency,pre_tax_npv_10_in_millions,pre_tax_npv_5_currency,pre_tax_npv_5_in_millions,pre_tax_npv_8_currency,pre_tax_npv_8_in_millions,processing_cost_currency,processing_cost_dollars_per_t_milled,processing_method,processing_rate,produces_copper,produces_gold,produces_iron,produces_lead,produces_silver,produces_sulphur,produces_zinc,project_name,silver_cut_off_grade,silver_cut_off_grade_units,silver_metallurgical_recovery,silver_price,silver_price_currency,silver_price_units,stripping_ratio,subdivision,sulphur_cut_off_grade,sulphur_cut_off_grade_units,sulphur_metallurgical_recovery,sulphur_price,sulphur_price_currency,sulphur_price_units,total_material_mined,total_operating_cost_currency,total_operating_cost_dollars_per_t_milled,total_ore_mined,total_waste_mined,underground_mining_cost_currency,underground_mining_cost_dollars_per_t_milled_or_processed,underground_mining_cost_dollars_per_t_mined_or_moved,underground_mining_method,zinc_cut_off_grade,zinc_cut_off_grade_units,zinc_metallurgical_recovery,zinc_price,zinc_price_currency,zinc_price_units
"2009-000007784 Brazilian Resources, Inc-f1-01449599_1-1-1",,,,,,,,,,,,,Petrocal Indústria e Comércio de Cal S.A.,,,,,,,Brazil,['stratabound_other (generic stratabound mineralization)'],,,,,,,,,,USD (American dollars or US dollars),20.3,,,,,,,,,,,,,,,10.0,,not mentioned,open pit,,,,,,,,,,,,,,['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)'],3123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Itiquira Limestone Project,,,,,,,,Mato Grosso,,,,,,,,,,12500000.0,,,,,N/A,,,,,,
2009-000007862 Golden Band Resources Inc-f1-01384353_1-1-1,,,,,,,,,,0.94,,,Golden Band Resources Inc.,,,,,,,Canada,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],,,,,,,,,,not mentioned,,,,,,,,,55.71666666666667,,,,,,,8.0,-104.75,CAD (Canadian dollars),hybrid,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,La Ronge Gold Project,,,,,,,,Saskatchewan,,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,,,,,
2009-000008119 Adanac Molybdenum Corporation-f1-01431087_1-1-1,,,,,,,,,,,,,Adanac Molybdenum Corporation,,,,,,,Canada,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],,,,,,,,,,not mentioned,,,,,,,,,59.70138888888889,,,,,,,,-133.4,not mentioned,,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby Creek Molybdenum Project,,,,,,,,British Columbia,,,,,,,,,,,,,,,N/A,,,,,,
2009-000008250 Northland Resources Inc-f1-01487781_2-1-1,,,,,,,,,,0.8,,,Northland Resources Inc. (Canada),,,,,,,Sweden,"['skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)', 'iocg (iron oxide copper gold)']",,,,,,,,,,USD (American dollars or US dollars),417.0,,,,,,,,,,,,,,,24.0,,not mentioned,open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'magnetic_separation (high intensity magnetic separation / wet magnetic separation / dry magnetic separation)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)']",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kaunisvaara Iron Ore Project,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,
2009-000008434 HOUSTON LAKE MINING INC-f1-01371399_1-1-1,,,,,,,,,,,,,Houston Lake Mining Inc. (HLM),,,,,,,Canada,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],,,,,,,,,,not mentioned,,,,,,,,,49.325,,,,,,,,-93.85,CAD (Canadian dollars),,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)']",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dubenski Gold Project,,,,,,,,Ontario,,,,,,,,,,,,,,,N/A,,,,,,
2009-000008483 Anatolia Minerals Development Limited-f1-01484954_2-1-1,,,,,,,,,,,,,Anatolia Minerals Development Limited,,,,,,,Turkey,"['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)', 'skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)']",,,,,,,,,,not mentioned,,,,,,,,,39.25222222222222,,,,,,,,39.05305555555555,USD (American dollars or US dollars),,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Cevizlidere Porphyry Deposit,,,,,,,,Tunceli Province,,,,,,,,,,,,,,,N/A,,,,,,
2009-000008808 Aura Minerals Inc-f1-01483612_5-1-1,,,,,,,,,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,-9.683333333,,,,,,,,-36.73333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-000008986 Santoy Resources Ltd-f1-01372530_1-1-1,,,,,,,,,,,,,"VA Uranium Holdings, Inc.",,,,,,,United States of America,['uranium (unconformity-related / sandstone-hosted / vein-type / IOCG-U)'],,,,,,,,,,not mentioned,,,,,,,,,36.87166666666667,,,,,,,,-79.3,not mentioned,,,,,,,,,,,,,,,['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coles Hill Uranium Property (CHUP),,,,,,,,Virginia,,,,,,,,,,,,,,,N/A,,,,,,
2009-000008991 Geovic Mining Corp-f1-01511456_1-1-1,,,,,,,,,,,,,Geovic Mining Corp.,,,,,,,Cameroon,['laterite_nickel_cobalt (nickel-cobalt laterite)'],,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,,,USD (American dollars or US dollars),,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nkamouna and Mada Deposits,,,,,,,,"Haut Nyong Division, East Province of Cameroon",,,,,,,,,,,,,,,N/A,,,,,,
2009-000009013 Apogee Minerals Ltd-f1-01372467_1-1-1,,,,,,,,,,,,,Apex Silver Corporation,,,,,,,Bolivia,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,,,other (neither CAD nor USD),hybrid,,,,,,,,,,,,,,['flotation (froth flotation / bulk flotation / differential flotation / flotation cells)'],,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Pulacayo project,,,,,,,,Quijarro Province,,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,,,,,
2009-000009025 IAMGOLD Corporation-f1-01384641_1-1-3,,,,,,,,,,0.8,,,IAMGOLD Corporation,,,,,,,Canada,"['volcanogenic_massive_sulfide (VMS)', 'intrusion_related_gold_system (IRGS)']",,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,15.0,,CAD (Canadian dollars),,,,,,,,,,,,,,,['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)'],,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Westwood Project,,,,,,,,Québec,,,,,,,,,,11900.0,,,,,N/A,,,,,,
2009-000009161 Silver Wheaton Corp-f1-01475484_2-1-1,,,,,,,,,,,,,Barrick,,,,,,,Chile and Argentina,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],,,,,,,,,,not mentioned,,,,,,,,,-29.31666667,,,,,,,,-70.01666667,not mentioned,open pit,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],45000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Pascua-Lama Project,,,,,,,,Region III of Chile and San Juan Province of Argentina,,,,,,,,,,,,,,,N/A,,,,,,
2009-000009568 Lake Shore Gold Corp-f1-01483540_3-1-1,,,,,,,,,,0.86,,,,,,,,,,Canada,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],,,,,,,,,,not mentioned,,,,,,,,,48.38333333333333,,,,,,,,-81.55,CAD (Canadian dollars),underground,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Timmins Mine Project,,,,,,,,"District of Cochrane, Porcupine Mining Division",,,,,,,,,,3359.76,,,,,['other_unspecified (other / hybrid / not classified)'],,,,,,
2009-000010193 Chariot Resources Limited-f1-01415384_1-2-1,,,,,,,,0.65,,0.81,,,Marcobre S.A.C.,,,,,,,Peru,['iocg (iron oxide copper gold)'],,,,,,,,,,USD (American dollars or US dollars),546.87,,,,,,,,-15.13333333,,,,,,,12.0,-75.06666667,USD (American dollars or US dollars),open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",41088.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Mina Justa Copper Project,,,,,,,,Nazca Province,,,,,,,,,,163396.0,,,,,N/A,,,,,,
2009-000011164 Hathor Exploration Limited-f1-01517081_2-1-1,,,,,,,,,,0.91,,,Hathor Exploration Limited,,,,,,,Canada,['uranium (unconformity-related / sandstone-hosted / vein-type / IOCG-U)'],,,,,,,,,,not mentioned,,,,,,,,,58.3275,,,,,,,,-104.0325,CAD (Canadian dollars),,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Midwest NorthEast (Midwest NE) Project,,,,,,,,Saskatchewan,,,,,,,,,,,,,,,N/A,,,,,,
2009-000011769 Fronteer Development Group Inc-f1-01488718_3-1-1,,,,,,,,,,0.93,,,Fronteer Development Group Inc.,,,,,,,Canada,['uranium (unconformity-related / sandstone-hosted / vein-type / IOCG-U)'],,,,,,,,,,CAD (Canadian dollars),1127.0,,,,,,,,,,,,,,,18.0,,CAD (Canadian dollars),hybrid,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'dewatering (centrifuges / belt presses / drum filters)']",10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michelin Uranium Project,,,,,,,,Newfoundland and Labrador,,,,,,,,,,37000.0,,,,,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'stoping_with_backfill (backfilled stopes / paste fill stopes)']",,,,,,
2009-000011769 Fronteer Development Group Inc-f1-01515022_4-1-1,,,,,,,,,,,,,Fronteer Development Group Inc.,,,,,,,United States,['carlin_type (sediment-hosted disseminated Au / Carlin-type gold)'],,,,,,,,,,not mentioned,,,,,,,,,40.97325,,,,,,,,-114.5312028,USD (American dollars or US dollars),open pit,,,,,,,,,,,,,,['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)'],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Long Canyon Project,,,,,,,,Nevada,,,,,,,,,,5565000.0,,,,,N/A,,,,,,
2009-000012578 Lysander Minerals Corporation-f1-01447493_1-1-1,,,,,,,,,,,,,Ukraine Coal Limited (UCL),,,,,,,Ukraine,['other_unspecified (unspecified / not classified)'],,,,,,,,,,USD (American dollars or US dollars),237.8,,,,,,,,,,,,,,,,,not mentioned,underground,,,,,,,,,,,,,,"['beneficiation_other (gravity + flotation hybrids / mineral jigging / hand sorting / other)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'dewatering (centrifuges / belt presses / drum filters)']",12216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Verticalnaya Mine,,,,,,,,Lugansk region,,,,,,,,,,31452.0,,,,,['other_unspecified (other / hybrid / not classified)'],,,,,,
2009-000013309 La Mancha Resources Inc-f1-01490723_4-1-1,,,,,,,,0.6667,,,,,La Mancha Resources Inc,,,,,,,Australia,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,,,not mentioned,hybrid,,,,,,,,,,,,,,"['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'dewatering (centrifuges / belt presses / drum filters)']",1667.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,White Foil Project,,,,,,,,Western Australia,,,,,,,,,,976.924,,,,,['other_unspecified (other / hybrid / not classified)'],,,,,,
2009-000013485 Diamcor Mining Inc-f1-01452948_1-1-1,,,,,,,,,,,,,De Beers Consolidated Mines Limited,,,,,,,South Africa,"['placer (gold / diamonds / tin / titanium placers)', 'kimberlite_lamproite (diamond deposits)']",,,,,,,,,,not mentioned,,,,,,,,,-22.40833333,,,,,,,,29.3,USD (American dollars or US dollars),,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Krone-Endora Alluvial Diamond Project,,,,,,,,Limpopo Province,,,,,,,,,,,,,,,N/A,,,,,,
2009-000013503 Bear Creek Mining Corporation-f1-01430460_1-1-1,,,,,,,,,,,,,Bear Creek Mining Corporation,,,,,,,Peru,"['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)', 'polymetallic_vein (silver-lead-zinc veins / polymetallic vein systems)']",,,,,,,,,,USD (American dollars or US dollars),51.1,,,,,,,,,,,,,,,12.0,,not mentioned,open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",10000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Santa Ana Silver Project,,,,,,,,,,,,,,,,,,40464.0,,,,,N/A,,,,,,
2009-000014092 Skyline Gold Corporation-f1-01384343_1-1-1,,,,,,,,,,0.85,,,SGC (Skyline Gold Corporation),,,,,,,Canada,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],,CAD (Canadian dollars),0.98,,,,,,,CAD (Canadian dollars),50.233,,,,,,,,56.66666666666666,,,,,,,18.5,-131.0833333,not mentioned,open pit,not mentioned,3.14,1.77,CAD (Canadian dollars),,,,,,,,CAD (Canadian dollars),5.23,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",15000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Bronson Slope Project,,,,,,,,Liard Mining Division,,,,,,,,CAD (Canadian dollars),9.34,93469.914,,,,,N/A,,,,,,
2009-000014169 Rusoro Mining Ltd-f1-01435225_1-1-1,,,,,,,,,,,,,Rusoro,,,,,,,Venezuela,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],,,,,,,,,,USD (American dollars or US dollars),93.8,,,,,,,,,,,,,,,12.0,,other (neither CAD nor USD),open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)']",20000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Choco 10 and Increible 6,,,,,,,,Bolívar State,,,,,,,,,,70254000000.0,,,,,N/A,,,,,,
2009-000017264 Hana Mining Ltd-f1-01439730_1-1-1,,,,,,,,,,,,,Hana Mining Ltd.,,,,,,,Botswana,['stratiform_copper (Kupferschiefer / red bed copper)'],,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,,,not mentioned,,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Ghanzi Copper Project,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,
2009-000022426 MINCO SILVER CORPORATION-f1-01496862_1-1-1,,,,,,,,,,0.82,,,Minco Silver Corporation,,,,,,,China,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],,,,,,,,,,not mentioned,,,,,,,,,23.05,,,,,,,9.0,112.86666666666666,USD (American dollars or US dollars),underground,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",3000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Fuwan Silver Project,,,,,,,,Guangdong Province,,,,,,,,,,9117.98,,,,,"['cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'room_and_pillar (room and pillar / stope and pillar)']",,,,,,
2009-000022554 Gryphon Gold Corporation-f1-01466880_1-1-1,,,,,,,,,,,,,Gryphon Gold Corporation,,,,,,,United States of America,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],,,,,,,,,,USD (American dollars or US dollars),22.6,,,,,,,,38.38194444444444,,,,,,,6.0,-118.7594444,not mentioned,open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'smelting (blast furnace / electric furnace / flash smelting / reverberatory furnace)']",,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Borealis Gold Project,,,,,,,,,,,,,,,,,,16650.0,,,,,N/A,,,,,,
2009-000022676 Selkirk Metals Corp-f1-01483120_1-1-1,,,,,,,,,,0.75,,,Imperial Metals Corporation,,,,,,,Canada,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],,not mentioned,,,,,,,,not mentioned,,,,,,,,,52.55,,,,,,,6.25,-121.6333333,not mentioned,open pit,not mentioned,,,,,,,,,,,not mentioned,,"['flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'dewatering (centrifuges / belt presses / drum filters)']",20000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Mount Polley,,,,,,,,British Columbia,,,,,,,,not mentioned,,40700.0,,,,,N/A,,,,,,
2009-000022748 Explorator Resources Inc-f1-01441034_2-1-1,,,,,,,,,,1.0,,,Explorator,,,,,,,Chile,['iocg (iron oxide copper gold)'],,,,,,,,,,USD (American dollars or US dollars),434.0,,,,,,,,,,,,,,,19.0,,not mentioned,open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",17500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,El Espino-Venus property,,,,,,,,Choapa Province,,,,,,,,,,155000.0,,,,,N/A,,,,,,
2009-000023668 US Gold Corporation-f1-01426247_2-1-1,,,,,,,,,,,,,US Gold Corporation,,,,,,,United States of America,['carlin_type (sediment-hosted disseminated Au / Carlin-type gold)'],,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,,,not mentioned,open pit,,,,,,,,,,,,,,['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)'],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gold Pick Combined Area (GPCA),,,,,,,,Nevada,,,,,,,,,,,,,,,N/A,,,,,,
2009-000024083 Avanti Mining Inc-f1-01516189_1-1-1,,,,,,,,,,,,,Avanti Mining Inc.,,,,,,,Canada,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],,not mentioned,0.3,,,,,,,USD (American dollars or US dollars),641.0,,,,,,,,55.42194444444444,,,,,,,15.0,-129.4194444,USD (American dollars or US dollars),open pit,USD (American dollars or US dollars),3.05,1.63,USD (American dollars or US dollars),,,,,,,,USD (American dollars or US dollars),3.58,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)']",40000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kitsault Molybdenum Property,,,,,,,,British Columbia,,,,,,,,USD (American dollars or US dollars),7.47,219000.0,,,,,N/A,,,,,,
2009-000024169 Moly Mines Limited-f1-01465727_1-1-1,,,,,,,,,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,-20.8875,,,,,,,,120.10972222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-000024272 Animas Resources Ltd-f1-01444306_1-1-1,,,,,,,,,,,,,Animas Resources Ltd,,,,,,,Mexico,"['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)', 'carlin_type (sediment-hosted disseminated Au / Carlin-type gold)', 'skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)', 'placer (gold / diamonds / tin / titanium placers)']",,,,,,,,,,not mentioned,,,,,,,,,,,,,,,,,,USD (American dollars or US dollars),open pit,,,,,,,,,,,,,,"['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'roasting (sulfide ore roasting / calcination / pyrometallurgical roasting)']",3000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Santa Gertrudis Gold Project,,,,,,,,Sonora,,,,,,,,,,,,,,,N/A,,,,,,
2009-000024750 South American Silver Corp-f1-01389824_1-1-1,,,,,,,,,,,,,,,,,,,,Bolivia,,,,,,,,,,,,,,,,,,,,-18.15,,,,,,,,-66.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-000025019 MVE Capital Corp-f1-01430818_1-1-1,,,,,,,,,,0.8,,,Minerx Gold Inc.,,,,,,,Canada,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],,,,,,,,,,not mentioned,,,,,,,,,49.583333333333336,,,,,,,,-95.0,CAD (Canadian dollars),,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Shoal Lake West Project,,,,,,,,Ontario,,,,,,,,,,,,,,,N/A,,,,,,
2009-000025132 Coro Mining Corp-f1-01424004_1-1-1,,,,,,,,,,,,,Coro Mining Corp,,,,,,,Argentina,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],,,,,,,,,,USD (American dollars or US dollars),277.5,,,,,,,,,,,,,,,16.0,,USD (American dollars or US dollars),open pit,,,,,,,,,,,,,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)']",27400.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,San Jorge Cooper Concentrator Project,,,,,,,,Province of Mendoza,,,,,,,,,,151440.0,,,,,N/A,,,,,,
2009-000025297 Sandstorm Resources Ltd-f1-01386230_1-1-1,,,,,,,,,,,,,Luna,,,,,,,Brazil,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],,,,,,,,,,not mentioned,,,,,,,,,-1.25,,,,,,,,-45.75,USD (American dollars or US dollars),,,,,,,,,,,,,,,['other_unspecified (other / hybrid / not classified)'],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aurizona Project,,,,,,,,Maranhão,,,,,,,,,,11332.0,,,,,N/A,,,,,,
2009-000025297 Sandstorm Resources Ltd-f1-01386230_1-3-1,,,,,,,,,,,,,SilverCrest Mines Inc.,,,,,,,Mexico,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],,,,,,,,,,USD (American dollars or US dollars),20.3,,,,,,,,30.016666666666666,,,,,,,10.0,-110.15,USD (American dollars or US dollars),open pit,,,,,,,,,,,,,,['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)'],2500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Santa Elena Silver-Gold Project,,,,,,,,Sonora,,,,,,,,,,6541.95,,,,,N/A,,,,,,
2009-000025324 GOLDEN PREDATOR MINES INC-f1-01373188_1-1-1,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-000025547 Garson Gold Corp-f1-01435503_1-1-1,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,54.87888888888889,,,,,,,,-100.0366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-000026090 Extract Resources Limited-f1-01463411_1-1-1,,,,,,,,,,,,,,,,,,,,Namibia,,,,,,,,,,,,,,,,,,,,67.49459753364927,,,,,,,,15.072808194415794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
